UID,Name,Description,Owner,Owner UID,Publication Stage,Audience,Approval Status,Provenance,Type,Category,Tags,url,API Endpoint,Creation Date (UTC),Last Metadata Updated Date (UTC),Last Data Updated Date (UTC),Domain,Derived View,Visits,Downloads,Row Label,Row Count,Column Count,Contact Email,License,Attribution,Attribution Link,Published Version Name,Published Version UID,Parent UID,Supplemental Resources: Related Datasets Link(s),Jurisdiction: Jurisdiction,Time Period: Update Frequency,Time Period: Time Period of Content,Agency: State Agency Performing Data Updates,GIS Download: Place Keywords,Time Period: Date Metadata Written,Supplemental Resources: Additional Documentation Link,days_since_data_update,asset_age,expected_update_days,recently_enough,accessible,"Time Period: Other Update Frequency   If frequency isn't included in list above, please describe it here.",Data Def: data location,GIS Download: Shape File
svxb-wywy,Foreign Trade Zones,"The Maryland Department of Commerce (COMMERCE) identifies boundries which promote domestic employment and help U.S. firms compete in the global marketplace. An FTZ is located in or near a U.S. Customs port of entry, where foreign and domestic merchandise is generally considered to be inter-national commerce. Foreign or domestic merchandise may enter this enclave without a formal customs entry or the payment of custom duties or government excise taxes.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/svxb-wywy,https://opendata.maryland.gov/resource/svxb-wywy.json,07/22/2025 12:19:21 AM,07/22/2025 12:19:23 AM,07/22/2025 12:19:25 AM,opendata.maryland.gov,false,2,0,,28,18,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
mz7c-c8ex,Stabilization Structures,"Shoreline Situation Reports (SSR) were first generated by VIMS in the 1970s to report the condition and status of the shore lands. The SSR series were published in hardcopy on a county by county basis for each of the Tidewater Virginia localities. The reports were intended to assist planners, managers, and regulators in decisions pertaining to management of coastal areas and natural resources therein. The techniques developed for Virginia's shoreline are used to create similar reports for the Maryland shoreline. Data collected describes conditions in the immediate riparian zone, the bank, and along the shore. These data should not be used for jurisdictional permit determinations beyond providing general shoreline condition or status information. These data have not been surveyed to property boundaries.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/mz7c-c8ex,https://opendata.maryland.gov/resource/mz7c-c8ex.json,07/21/2025 11:59:48 PM,07/21/2025 11:59:49 PM,07/22/2025 12:00:11 AM,opendata.maryland.gov,false,2,0,,40963,7,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
cred-pp2q,State Boundary,"The Maryland county boundaries were built using the USGS Topo Quads, county boundaries from the county governments, monument points, and historic records from the Maryland Archive. This layer has been dissolved from the County Boundaries layer.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/cred-pp2q,https://opendata.maryland.gov/resource/cred-pp2q.json,07/22/2025 03:12:34 AM,07/22/2025 03:12:35 AM,07/22/2025 03:12:37 AM,opendata.maryland.gov,false,2,0,,1,5,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
scq4-w5ck,WAC Parking Lots,Polygon Layer of parking lots at Washington College.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/scq4-w5ck,https://opendata.maryland.gov/resource/scq4-w5ck.json,07/22/2025 12:15:12 AM,07/22/2025 12:15:13 AM,07/22/2025 12:15:17 AM,opendata.maryland.gov,false,2,0,,22,5,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
c6jv-dyy4,Sport Venues - Shooting,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Shooting.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/c6jv-dyy4,https://opendata.maryland.gov/resource/c6jv-dyy4.json,07/21/2025 09:54:07 PM,07/21/2025 09:54:09 PM,07/21/2025 09:54:11 PM,opendata.maryland.gov,false,2,0,,28,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
fwys-psam,Commercial Fishing,"Maryland, through its Coastal Zone Management (CZM) Program, is collecting information on how the public uses the Chesapeake Bay waters and adjacent lands. These baseline data will inform planning efforts being undertaken by the Maryland Department of Natural Resources to help inform public access, land acquisition, and future oyster aquaculture planning and decision-making. Collecting data on the variety of ways our Chesapeake waters are used will help us plan for reducing use conflicts in our coastal waters, maximizing efficiency, and enhancing environmental and economic productivity. Chesapeake Bay waters are used in many ways: commercial fishing, aquaculture, transport, habitat for wildlife, and recreation, among others. With new and expanding coastal and marine uses, as well as Maryland’s growing coastal population, the pressure is mounting to ensure that there is space for both traditional and new uses and that conflicts are minimized. Some mapped human use data exist, but Maryland has limited recreational water use data for the Chesapeake waters. Basic data on how we use our coastal waters was collected by inviting residents and experts to share their knowledge about recreational uses at workshops using geographical information systems technology.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/fwys-psam,https://opendata.maryland.gov/resource/fwys-psam.json,07/21/2025 10:12:17 PM,07/21/2025 10:12:18 PM,07/21/2025 10:12:21 PM,opendata.maryland.gov,false,2,0,,2,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
4ran-x6bc,Foreign Trade Zones,"The Maryland Department of Commerce (COMMERCE) identifies boundries which promote domestic employment and help U.S. firms compete in the global marketplace. An FTZ is located in or near a U.S. Customs port of entry, where foreign and domestic merchandise is generally considered to be inter-national commerce. Foreign or domestic merchandise may enter this enclave without a formal customs entry or the payment of custom duties or government excise taxes.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/4ran-x6bc,https://opendata.maryland.gov/resource/4ran-x6bc.json,07/22/2025 12:21:18 AM,07/22/2025 12:21:20 AM,07/22/2025 12:21:22 AM,opendata.maryland.gov,false,2,0,,28,18,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
qciu-mp3q,Coastal Bays Scallops,The Sensitive Areas Scallop dataset shows areas within Maryland's Coastal Bays that are significant for Scalloppopulations. The assumption is that an area's importance to Scallops is related to the density of SAV beds. The data set is based on 1999 Submerged Aquatic Vegetation (SAV) coverage dataset that was produced at the Virginia Institute of Marine Science from aerial photography flown in 1999. It is a portion of the full SAV dataset that extends back to 1971. Areas with a bed density of 1 and 2 (rank=5) were more important than those areas with a density of 3 (rank = 3).,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/qciu-mp3q,https://opendata.maryland.gov/resource/qciu-mp3q.json,07/22/2025 02:49:56 AM,07/22/2025 02:49:56 AM,07/22/2025 02:49:58 AM,opendata.maryland.gov,false,2,0,,84,5,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
edqb-s4ym,Chesapeake Bay Sandy Clay,"This is a data table, in comma-delimited, ASCII format, which contains information about selected physical properties, particularly grain size, of 4,255 surficial sediment samples from the Chesapeake Bay in Maryland. Samples were collected on a 1-km grid by the Maryland Geological Survey (MGS) between June 1976 and August 1984. Consider the age of the data (1976-1984), the sampling density (1-km grid) and the spatial and temporal variability of estuarine sediments in evaluating the fitness for use of this data set. Graphic displays and printed tabular listings derived from this data set may be used in publications and presentations, provided that credit is given to the originators of the data set (see Section 1.1).",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/edqb-s4ym,https://opendata.maryland.gov/resource/edqb-s4ym.json,07/22/2025 03:22:29 AM,07/22/2025 03:22:30 AM,07/22/2025 03:22:31 AM,opendata.maryland.gov,false,2,0,,5,8,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
vphf-7cmg,Sport Venues - Equestrian,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Equestrian.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/vphf-7cmg,https://opendata.maryland.gov/resource/vphf-7cmg.json,07/21/2025 10:17:23 PM,07/21/2025 10:17:25 PM,07/21/2025 10:17:27 PM,opendata.maryland.gov,false,2,0,,58,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
gret-igms,Sport Venues - Badminton,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Badminton.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/gret-igms,https://opendata.maryland.gov/resource/gret-igms.json,07/21/2025 09:56:21 PM,07/21/2025 09:56:22 PM,07/21/2025 09:56:24 PM,opendata.maryland.gov,false,2,1,,3,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
ffet-r5pb,Roadway Interchange Exits,"Roadway Interchange Exits data consists of point feature geometry which represent the geographic location of interchange exits along public roadways in the State of Maryland. Roadway Interchange Exits data is developed as part of the Highway Performance Monitoring System (HPMS) which maintains and reports transportation related information to the Federal Highway Administration (FHWA) on an annual basis. HPMS is maintained by the Maryland Department of Transportation State Highway Administration (MDOT SHA), under the Office of Planning and Preliminary Engineering (OPPE) Data Services Division (DSD). This data is used by various business units throughout MDOT, as well as many other Federal, State and local government agencies. Roadway Interchange Exits data is key to understanding the location of interchange exits along roadways throughout the State of Maryland. Roadway Interchange Exits data is updated and published on an annual basis for the prior year. This data is for the year 2017. Last Updated: September 2018 (09/2018) For additional information, contact the MDOT SHA Geospatial Technologies Email: GIS@mdot.state.md.us For additional information related to the Maryland Department of Transportation (MDOT) Website: https://www.mdot.maryland.gov/ For additional information related to the Maryland Department of Transportation State Highway Administration (MDOT SHA): Website: https://roads.maryland.gov/Home.aspx MDOT SHA Geospatial Data Legal Disclaimer: The Maryland Department of Transportation State Highway Administration (MDOT SHA) makes no warranty, expressed or implied, as to the use or appropriateness of geospatial data, and there are no warranties of merchantability or fitness for a particular purpose or use. The information contained in geospatial data is from publicly available sources, but no representation is made as to the accuracy or completeness of geospatial data. MDOT SHA shall not be subject to liability for human error, error due to software conversion, defect, or failure of machines, or any material used in the connection with the machines, including tapes, disks, CD-ROMs or DVD-ROMs and energy. MDOT SHA shall not be liable for any lost profits, consequential damages, or claims against MDOT SHA by third parties.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/ffet-r5pb,https://opendata.maryland.gov/resource/ffet-r5pb.json,07/22/2025 03:42:42 AM,07/22/2025 03:42:44 AM,07/22/2025 03:42:46 AM,opendata.maryland.gov,false,2,0,,685,15,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
nhih-abyi,Broadband Availability,Polygon layer represents the number of broadband providers per census block.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/nhih-abyi,https://opendata.maryland.gov/resource/nhih-abyi.json,07/22/2025 02:10:01 AM,07/22/2025 02:10:03 AM,07/22/2025 02:11:52 AM,opendata.maryland.gov,false,3,4,,145247,20,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
q6n2-h7h3,Priority Preservation Areas,"This GIS dataset contains Priority Preservation Areas adopted by counties under the Agricultural Stewardship Act of 2006. Data are collected from counties by the Maryland Department of Planning (Planning) or digitized by Planning in coordination with local jurisdictions. For more information about the Agricultural Stewardship Act of 2006, see the Priority Preservation Area requirement established in House Bill 2 (2006) for counties seeking state certification of their farmland preservation programs and located in §2-518 of the Agriculture Article. This document describes standard operating procedures for aggregating Priority Preservation Area GIS data. These procedures may not apply to historical data (i.e. records for which the SRC_DATE field is blank). For example, Planning may have realigned historical data from local jurisdictions to parcel polygon boundaries.Planning generally requests updated GIS data after learning of a change to a Priority Preservation Area. Aggregated data may be outdated or incomplete if Planning has not yet received or processed GIS updates from jurisdictions. Planning generally does not alter geometries received from the local jurisdictions.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/q6n2-h7h3,https://opendata.maryland.gov/resource/q6n2-h7h3.json,07/22/2025 03:13:50 AM,07/22/2025 03:13:51 AM,07/22/2025 03:14:06 AM,opendata.maryland.gov,false,2,1,,1933,14,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
